months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,policy_bind_date_year,policy_bind_date_month,policy_bind_date_day,incident_date_year,incident_date_month,incident_date_day,policy_to_incident_days,combined_text,fraud_reported
273,41,954191,OH,500/1000,1000,1403.9,0,449793,FEMALE,PhD,own-child,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,16,2,NO,1,2,YES,44110,4010,8020,32080,2015,2010,2,17,2015,1,31,1809,dancing 9067 texas ave riverwood honda accord,0
101,27,326322,IL,250/500,1000,433.33,0,603269,MALE,Masters,other-relative,25900,0,Parked Car,Rear Collision,Minor Damage,,SC,7,1,NO,0,3,NO,5900,1180,590,4130,2009,2007,2,10,2015,1,2,2883,golf 6067 weaver ridge hillsdale mercedes e400,0
293,49,569245,IL,100/300,2000,1239.06,0,439360,FEMALE,JD,husband,34900,0,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,19,1,NO,1,1,NO,57310,5210,10420,41680,2002,1995,12,5,2015,1,10,6976,skydiving 2820 britain st riverwood volkswagen passat,0
81,25,524230,IN,100/300,500,920.3,5000000,461958,FEMALE,High School,own-child,51000,-67900,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,11,3,NO,1,0,NO,73920,13440,6720,53760,2003,2014,2,23,2015,2,21,363,hiking 9730 2nd hwy hillsdale honda civic,1
284,48,168260,OH,250/500,1000,1168.8,0,444232,FEMALE,JD,other-relative,0,-42400,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,11,1,NO,0,3,YES,35750,6500,3250,26000,2001,1991,3,1,2015,2,28,8765,movie 3660 andromedia hwy northbrook mercedes e400,0
48,35,890026,IL,100/300,500,1090.03,0,430232,FEMALE,JD,unmarried,0,-51000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,1,1,YES,0,2,NO,48400,9680,4840,33880,2005,2008,5,16,2015,1,30,2450,golf 9286 oak ave arlington saab 92x,0
81,28,469874,IL,250/500,1000,1139.0,6000000,617858,FEMALE,Masters,husband,42400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,0,3,NO,1,2,NO,44730,4970,4970,34790,2000,2011,9,17,2015,1,14,1215,sale sleeping 7756 solo drive northbend saab 92x,1
60,23,842643,OH,500/1000,500,1215.36,3000000,432220,MALE,MD,wife,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,9,1,YES,1,0,NO,56520,4710,9420,42390,2000,1997,11,20,2015,1,22,6272,reading 6655 5th drive northbend saab 95,0
398,58,515050,OH,100/300,500,990.98,0,469429,FEMALE,Associate,wife,0,-57900,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,18,1,YES,2,1,NO,99320,7640,15280,76400,2002,2000,11,16,2015,2,2,5191,1536 flute drive northbrook accura tl,1
114,30,584859,IL,100/300,1000,1558.29,0,472248,MALE,High School,wife,51400,-64000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,1,3,NO,1,2,NO,77110,14020,14020,49070,2015,1992,4,4,2015,1,9,8315,8353 britain ridge hillsdale suburu impreza,0
147,33,129872,OH,100/300,1000,1334.15,6000000,479224,MALE,High School,not-in-family,53300,-49200,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,15,1,YES,2,0,YES,53100,10620,5310,37170,1995,2010,8,8,2015,1,24,1630,reading 3104 sky drive springfield mercedes c300,1
249,43,577858,OH,100/300,2000,1148.58,0,475524,FEMALE,MD,not-in-family,0,-71200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,4,3,YES,2,1,YES,57100,5710,5710,45680,2014,1990,9,16,2015,2,16,8919,golf 6309 5th ave arlington honda crv,0
264,47,687639,IN,250/500,2000,1181.46,10000000,601117,FEMALE,JD,other-relative,0,-67400,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,16,4,YES,1,2,YES,62370,5670,5670,51030,2001,2005,3,7,2015,2,12,3629,sleeping 1655 francis hwy arlington dodge neon,0
45,37,798579,IN,250/500,1000,1114.23,0,432534,MALE,College,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,1,1,YES,0,1,YES,52200,10440,5220,36540,2005,2011,12,19,2015,1,1,1109,dancing 5459 mlk ave arlington nissan pathfinder,0
136,32,686522,IN,100/300,500,1169.62,0,458143,FEMALE,JD,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,6,1,YES,0,0,NO,55000,10000,10000,35000,2008,2000,12,27,2015,2,4,5152,sale yachting 7937 weaver ridge arlington toyota camry,1
156,37,277767,OH,100/300,500,1080.13,0,606290,MALE,Associate,other-relative,0,-61000,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,PA,15,3,YES,0,3,NO,41490,4610,4610,32270,2001,2010,6,28,2015,1,4,1651,reading 5778 pine ridge springfield nissan pathfinder,0
398,55,815883,OH,250/500,2000,1305.26,0,455482,MALE,MD,wife,66200,-49700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,18,1,NO,1,3,YES,36740,3340,6680,26720,1998,1991,7,2,2015,1,8,8591,skydiving 6440 rock lane hillsdale bmw x5,1
261,45,249048,IL,250/500,1000,1254.18,0,457555,FEMALE,PhD,other-relative,0,-45100,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,16,1,YES,0,1,NO,62590,11380,11380,39830,2003,2005,6,17,2015,1,11,3495,kayaking 6012 texas hwy columbus volkswagen jetta,0
295,49,872814,IL,100/300,500,1141.62,0,451672,MALE,College,husband,34300,-24300,Vehicle Theft,Rear Collision,Minor Damage,,WV,4,1,YES,1,3,YES,4320,480,480,3360,2002,1992,6,13,2015,1,1,8237,kayaking 8085 andromedia st columbus mercedes e400,0
22,21,550127,IN,250/500,1000,1248.05,0,443550,FEMALE,High School,husband,37500,-54000,Multi-vehicle Collision,Rear Collision,Total Loss,Police,SC,3,3,YES,1,2,NO,53280,5920,0,47360,2015,2007,7,4,2015,2,15,2783,movie 9682 cherokee ridge arlington chevrolet malibu,0
231,43,655787,IL,250/500,2000,972.47,0,441981,MALE,College,wife,0,-58100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,PA,15,3,YES,2,2,YES,77100,7710,15420,53970,2010,2006,6,17,2015,2,1,3151,reading 6522 apache drive hillsdale audi a3,0
27,28,944537,OH,500/1000,1000,1074.47,0,465201,MALE,MD,wife,0,0,Parked Car,Rear Collision,Trivial Damage,Police,WV,4,1,NO,2,0,NO,3200,400,400,2400,2012,1992,7,23,2015,2,13,8240,camping 1553 lincoln st riverwood jeep grand cherokee,0
94,26,215278,IN,100/300,500,722.66,0,433696,MALE,MD,husband,50300,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,OH,6,3,YES,1,2,YES,36700,3670,7340,25690,2010,2007,10,24,2015,1,23,2648,camping 1705 weaver st springfield nissan pathfinder,0
254,45,633375,IL,250/500,500,1083.64,0,614372,MALE,JD,husband,59800,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,19,3,YES,0,0,NO,79680,13280,13280,53120,2004,2003,9,17,2015,2,27,4181,paintball 7630 rock drive columbus bmw 3 series,0
225,39,607259,OH,250/500,500,1390.72,0,448949,MALE,Masters,other-relative,83900,-52100,Parked Car,Rear Collision,Trivial Damage,,SC,6,1,YES,2,1,YES,5830,1060,530,4240,2011,1996,4,8,2015,2,20,6892,paintball 7928 maple ridge northbrook nissan pathfinder,0
208,41,501692,IN,100/300,1000,1134.68,0,464145,FEMALE,College,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,18,1,NO,2,2,NO,69300,6930,13860,48510,1996,2014,6,24,2015,1,20,210,chess 3926 rock lane northbend volkswagen jetta,0
235,39,836349,IL,500/1000,2000,1453.61,4000000,619570,MALE,JD,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Other,NC,10,1,NO,0,3,NO,60320,9280,9280,41760,2012,2013,5,1,2015,1,13,622,yachting 5663 oak lane hillsdale chevrolet tahoe,1
276,47,803294,IN,100/300,1000,1724.09,0,615712,MALE,PhD,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,23,3,YES,0,0,NO,65780,5980,11960,47840,2014,1993,6,18,2015,1,12,7878,yachting 8917 tree ridge arlington chevrolet tahoe,0
156,37,371635,OH,500/1000,1000,1086.48,6000000,444903,MALE,Associate,unmarried,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,17,3,NO,1,1,YES,77440,14080,7040,56320,1999,1991,10,13,2015,1,16,8496,hiking 8064 4th ave northbrook suburu legacy,0
256,42,860497,IL,500/1000,1000,1286.44,0,460564,FEMALE,MD,wife,0,-39500,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,14,1,NO,2,1,NO,75500,7550,15100,52850,1998,1992,4,10,2015,1,22,8322,2980 sky ridge northbend nissan ultima,0
186,38,536052,OH,250/500,2000,1218.56,0,477373,FEMALE,Masters,husband,39300,-60300,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,23,3,YES,2,2,NO,68760,11460,5730,51570,1998,2006,4,21,2015,3,1,3236,4642 rock ridge arlington saab 95,1
310,48,670142,IN,100/300,500,1516.34,0,474167,FEMALE,JD,unmarried,11000,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,11,4,YES,0,2,NO,59400,13200,6600,39600,1996,1999,8,6,2015,1,4,5630,sleeping 2823 weaver lane springfield saab 93,1
352,53,993840,IL,250/500,500,1793.16,0,619166,MALE,Associate,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,23,1,YES,2,2,NO,68750,12500,6250,50000,2009,2013,7,12,2015,1,15,552,exercise 9369 flute hwy riverwood chevrolet malibu,0
90,31,524215,OH,250/500,2000,951.27,0,607131,FEMALE,PhD,not-in-family,42100,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,2,1,YES,1,0,YES,75790,13780,6890,55120,2007,1990,6,24,2015,1,6,8962,hiking 8845 5th ave hillsdale accura rsx,0
276,45,749325,IL,500/1000,500,948.1,0,430621,FEMALE,High School,wife,44500,-61400,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,11,3,NO,0,2,NO,69300,13860,6930,48510,2010,2000,3,22,2015,1,6,5403,reading 9422 washington ridge columbus ford escape,0
169,34,725330,IN,100/300,500,1469.75,0,458132,FEMALE,JD,not-in-family,0,-57600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,0,1,NO,0,0,YES,38700,7740,3870,27090,2012,1996,7,21,2015,1,16,6753,sale reading 1386 britain st arlington volkswagen passat,0
249,43,547802,IL,250/500,1000,1518.46,0,606238,FEMALE,MD,own-child,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,16,1,NO,0,0,YES,53500,5350,5350,42800,2015,2013,9,3,2015,1,26,510,2201 4th lane riverwood saab 92x,0
244,40,226725,IN,500/1000,2000,1304.67,7000000,605408,MALE,Masters,other-relative,0,-45000,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,5,3,NO,1,1,NO,61490,5590,11180,44720,2001,1999,8,11,2015,1,10,5631,8809 flute st hillsdale dodge ram,0
167,36,287489,IL,100/300,1000,949.44,0,448603,FEMALE,Masters,other-relative,0,-38400,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,22,3,NO,0,0,NO,69680,8710,8710,52260,2008,1994,2,3,2015,1,19,7655,camping 2756 britain hwy springfield mercedes ml350,1
